"Year","State","State.ANSI","Commodity","Data.Item","Domain","Domain.Category","Value","CV...."
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","1,000,000 OR MORE $",2530625000,"5.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","10,000 TO 24,999 $",48476000,"-29.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","100,000 TO 249,999 $",25977000,"85.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","2,500 TO 4,999 $",47676000,"-14.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","25,000 TO 49,999 $",21358000,"-63.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","250,000 TO 499,999 $",104931000,"25.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","5,000 TO 9,999 $",45059000,"-25.1"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","50,000 TO 99,999 $",17114000,"83.6"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","500,000 TO 999,999 $",113832000,"33.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","LESS THAN 1,000 $",224969000,"-23.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1111",8958000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1112",463292000,"9.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1113",249540000,"12.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1114",1032858000,"14.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1119",402459000,"17.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11191",1220000,"35.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11192",6605000,"38.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11193 & 11194 & 11199",394633000,"17.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","112111",71410000,"-47.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11212",154553000,"5.1"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1122",3775000,"-23.7"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1123",133742000,"14.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1124",17145000,"-18.6"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1125 & 1129",1367000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED",2354440000,"8.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","1,000 TO 4,999 $",23056000,"10.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","10,000 TO 24,999 $",133191000,"8.7"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","25,000 TO 49,999 $",132360000,"9.6"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","5,000 TO 9,999 $",49116000,"9.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","50,000 OR MORE $",758630000,"8.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","LESS THAN 1,000 $",715000,"9.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","TOTAL","NOT SPECIFIED",1097068000,"7.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","1,000 TO 1,999 ACRES",306493000,"20.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","1.0 TO 9.9 ACRES",4045000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","10.0 TO 49.9 ACRES",192224000,"55.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","100 TO 139 ACRES",66343000,"23.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","140 TO 179 ACRES",44154000,"29.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","180 TO 219 ACRES",82161000,"27.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","2,000 OR MORE ACRES",971452000,"6.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","220 TO 259 ACRES",79781000,"11.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","260 TO 499 ACRES",123693000,"34.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","50.0 TO 69.9 ACRES",108651000,"17.7"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","500 TO 999 ACRES",189513000,"26.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","70.0 TO 99.9 ACRES",63683000,"28.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","1,000 TO 2,499 $",50885000,"-13.1"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","1,000,000 OR MORE $",2417319000,"5.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","10,000 TO 24,999 $",48091000,"-29.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","100,000 TO 249,999 $",22755000,"88.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","2,500 TO 4,999 $",49325000,"-12.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","25,000 TO 49,999 $",21228000,"-68.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","250,000 TO 499,999 $",96240000,"25.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","5,000 TO 9,999 $",44111000,"-25.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","50,000 TO 99,999 $",17892000,"83.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","500,000 TO 999,999 $",116503000,"29.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","LESS THAN 1,000 $",224874000,"-23.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","1,000 TO 2,499 $",50454000,"-12.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","1,000,000 OR MORE $",2412574000,"5.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","10,000 TO 24,999 $",48346000,"-29.4"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","100,000 TO 249,999 $",26361000,"84.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","2,500 TO 4,999 $",47600000,"-14.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","25,000 TO 49,999 $",21079000,"-64.5"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","250,000 TO 499,999 $",104151000,"25.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","5,000 TO 9,999 $",44896000,"-25.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","50,000 TO 99,999 $",16917000,"83.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","500,000 TO 999,999 $",108718000,"34.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","LESS THAN 1,000 $",224155000,"-23.9"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1111",7743000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1112",462096000,"9.7"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1113",248349000,"11.7"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1114",1031835000,"14.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1119",399019000,"17.6"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11191",1230000,"35.2"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11192",1425000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11193 & 11194 & 11199",396363000,"17.3"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","112111",73456000,"-45.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11212",156104000,"5.0"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1122",3760000,"-23.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1123",19516000,"30.8"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1124",17140000,"-18.6"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1125 & 1129",1887000,"(H)"
2022,"FLORIDA",12,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED",2232193000,"8.3"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","1,000 TO 4,999 $",1519000,"13.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","10,000 TO 24,999 $",7475000,"13.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","25,000 TO 49,999 $",12013000,"7.0"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","5,000 TO 9,999 $",2580000,"14.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","50,000 OR MORE $",320506000,"7.0"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","LESS THAN 1,000 $",91000,"13.7"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","TOTAL","NOT SPECIFIED",344183000,"6.3"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","1,000 TO 4,999 $",3639000,"8.3"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","10,000 TO 24,999 $",19169000,"7.7"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","25,000 TO 49,999 $",16402000,"8.0"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","5,000 TO 9,999 $",7237000,"8.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","50,000 OR MORE $",44793000,"9.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","LESS THAN 1,000 $",106000,"17.3"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","TOTAL","NOT SPECIFIED",91346000,"5.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","1,000 TO 1,999 ACRES",49134000,"9.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","1.0 TO 9.9 ACRES",3796000,"81.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","10.0 TO 49.9 ACRES",12215000,"18.4"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","100 TO 139 ACRES",6830000,"71.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","140 TO 179 ACRES",4392000,"33.7"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","180 TO 219 ACRES",452000,"(H)"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","2,000 OR MORE ACRES",98830000,"0.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","220 TO 259 ACRES",1132000,"65.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","260 TO 499 ACRES",15641000,"22.5"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","50.0 TO 69.9 ACRES",692000,"(H)"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","500 TO 999 ACRES",61044000,"18.8"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","70.0 TO 99.9 ACRES",418000,"(H)"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","1,000 TO 2,499 $",6114000,"-20.5"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","1,000,000 OR MORE $",221902000,"3.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","10,000 TO 24,999 $",5122000,"-19.7"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","100,000 TO 249,999 $",19084000,"34.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","2,500 TO 4,999 $",7507000,"-9.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","25,000 TO 49,999 $",2382000,"43.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","250,000 TO 499,999 $",21660000,"21.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","5,000 TO 9,999 $",8210000,"-14.7"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","50,000 TO 99,999 $",7572000,"34.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","500,000 TO 999,999 $",25630000,"26.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","LESS THAN 1,000 $",18441000,"-12.4"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","1,000 TO 2,499 $",5814000,"-19.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","1,000,000 OR MORE $",221651000,"3.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","10,000 TO 24,999 $",4393000,"-21.8"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","100,000 TO 249,999 $",18815000,"35.5"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","2,500 TO 4,999 $",7152000,"-10.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","25,000 TO 49,999 $",1891000,"54.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","250,000 TO 499,999 $",22625000,"24.4"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","5,000 TO 9,999 $",7422000,"-16.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","50,000 TO 99,999 $",7763000,"35.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","500,000 TO 999,999 $",24435000,"23.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","LESS THAN 1,000 $",19563000,"-12.2"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1111",177000,"(H)"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1112",127625000,"5.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1113",32072000,"23.5"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1114",18960000,"11.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1119",10961000,"37.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11193 & 11194 & 11199",10961000,"37.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","112111",9019000,"-23.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","112112",4004000,"-19.5"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","11212",55044000,"10.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1122",1159000,"-48.6"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1123",539000,"98.9"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1124",4016000,"-12.1"
2022,"MAINE",23,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","1125 & 1129",25656000,"12.3"
